"","PMID","title","author_list","citation","journal","year","DOI","position","author_name","lead_or_other"
"1782",26930603,"Creatine supplementation does not alter neuromuscular recovery after eccentric exercise","Boychuk KE, Lanovaz JL, Krentz JR, Lishchynsky JT, Candow DG, Farthing JP.","Muscle Nerve. 2016 Sep;54(3):487-95. doi: 10.1002/mus.25091. Epub 2016 Jul 4.","Muscle Nerve",2016,"10.1002/mus.25091","position_2","Lanovaz JL","other"
"1783",23991115,"Fatiguing exercise intensity influences the relationship between parameters reflecting neuromuscular function and postural control variables","Boyas S, Remaud A, Rivers E, Bilodeau M.","PLoS One. 2013 Aug 26;8(8):e72482. doi: 10.1371/journal.pone.0072482. eCollection 2013.","PLoS One",2013,"10.1371/journal.pone.0072482","position_2","Remaud A","other"
"1784",25477862,"Voluntary Activation is Reduced in Both the More- and Less-Affected Upper Limbs after Unilateral Stroke","Bowden JL, Taylor JL, McNulty PA.","Front Neurol. 2014 Nov 19;5:239. doi: 10.3389/fneur.2014.00239. eCollection 2014.","Front Neurol",2014,"10.3389/fneur.2014.00239","position_2","Taylor JL","other"
"1785",31282824,"Sex differences in glenohumeral muscle activation and coactivation during a box lifting task","Bouffard J, Martinez R, Plamondon A, Côté JN, Begon M.","Ergonomics. 2019 Oct;62(10):1327-1338. doi: 10.1080/00140139.2019.1640396. Epub 2019 Jul 19.","Ergonomics",2019,"10.1080/00140139.2019.1640396","position_2","Martinez R","other"
"1786",22387330,"Relationship between back muscle endurance and voluntary activation","Bottle E, Strutton PH.","J Electromyogr Kinesiol. 2012 Jun;22(3):383-90. doi: 10.1016/j.jelekin.2012.02.006. Epub 2012 Mar 3.","J Electromyogr Kinesiol",2012,"10.1016/j.jelekin.2012.02.006","position_2","Strutton PH","other"
"1787",32182904,"Central and Peripheral Neuromuscular Adaptations to Ageing","Borzuola R, Giombini A, Torre G, Campi S, Albo E, Bravi M, Borrione P, Fossati C, Macaluso A.","J Clin Med. 2020 Mar 9;9(3):741. doi: 10.3390/jcm9030741.","J Clin Med",2020,"10.3390/jcm9030741","position_2","Giombini A","other"
"1788",33581687,"Neuromuscular Fatigue in Individuals With Intellectual Disability: Comparison Between Sedentary Individuals and Athletes","Borji R, Zghal F, Zarrouk N, Sahli S, Rebai H.","Motor Control. 2021 Feb 13;25(2):264-282. doi: 10.1123/mc.2020-0036.","Motor Control",2021,"10.1123/mc.2020-0036","position_2","Zghal F","other"
"1789",31193221,"Neuromuscular fatigue and recovery profiles in individuals with intellectual disability","Borji R, Zghal F, Zarrouk N, Martin V, Sahli S, Rebai H.","J Sport Health Sci. 2019 May;8(3):242-248. doi: 10.1016/j.jshs.2017.03.015. Epub 2017 Mar 31.","J Sport Health Sci",2019,"10.1016/j.jshs.2017.03.015","position_2","Zghal F","other"
"1790",25241117,"Individuals with intellectual disability have lower voluntary muscle activation level","Borji R, Zghal F, Zarrouk N, Sahli S, Rebai H.","Res Dev Disabil. 2014 Dec;35(12):3574-81. doi: 10.1016/j.ridd.2014.08.038. Epub 2014 Sep 20.","Res Dev Disabil",2014,"10.1016/j.ridd.2014.08.038","position_2","Zghal F","other"
"1791",21674520,"Accuracy of electromyography needle placement in cadavers: non-guided vs. ultrasound guided","Boon AJ, Oney-Marlow TM, Murthy NS, Harper CM, McNamara TR, Smith J.","Muscle Nerve. 2011 Jul;44(1):45-9. doi: 10.1002/mus.22008.","Muscle Nerve",2011,"10.1002/mus.22008","position_2","Oney-Marlow TM","other"
"1792",30828304,"Children Exhibit a More Comparable Neuromuscular Fatigue Profile to Endurance Athletes Than Untrained Adults","Bontemps B, Piponnier E, Chalchat E, Blazevich AJ, Julian V, Bocock O, Duclos M, Martin V, Ratel S.","Front Physiol. 2019 Feb 15;10:119. doi: 10.3389/fphys.2019.00119. eCollection 2019.","Front Physiol",2019,"10.3389/fphys.2019.00119","position_2","Piponnier E","other"
"1793",15947722,"Central and peripheral fatigue after electrostimulation-induced resistance exercise","Boerio D, Jubeau M, Zory R, Maffiuletti NA.","Med Sci Sports Exerc. 2005 Jun;37(6):973-8.","Med Sci Sports Exerc",2005,NA,"position_2","Jubeau M","other"
"1794",27293016,"Central and peripheral fatigue in knee and elbow extensor muscles after a long-distance cross-country ski race","Boccia G, Dardanello D, Zoppirolli C, Bortolan L, Cescon C, Schneebeli A, Vernillo G, Schena F, Rainoldi A, Pellegrini B.","Scand J Med Sci Sports. 2017 Sep;27(9):945-955. doi: 10.1111/sms.12718. Epub 2016 Jun 12.","Scand J Med Sci Sports",2017,"10.1111/sms.12718","position_2","Dardanello D","other"
"1795",30405448,"Neuromuscular Fatigue Does Not Impair the Rate of Force Development in Ballistic Contractions of Submaximal Amplitudes","Boccia G, Dardanello D, Brustio PR, Tarperi C, Festa L, Zoppirolli C, Pellegrini B, Schena F, Rainoldi A.","Front Physiol. 2018 Oct 24;9:1503. doi: 10.3389/fphys.2018.01503. eCollection 2018.","Front Physiol",2018,"10.3389/fphys.2018.01503","position_2","Dardanello D","other"
"1796",29490592,"Women show similar central and peripheral fatigue to men after half-marathon","Boccia G, Dardanello D, Tarperi C, Festa L, La Torre A, Pellegrini B, Schena F, Rainoldi A.","Eur J Sport Sci. 2018 Jun;18(5):695-704. doi: 10.1080/17461391.2018.1442500. Epub 2018 Mar 1.","Eur J Sport Sci",2018,"10.1080/17461391.2018.1442500","position_2","Dardanello D","other"
"1797",29334582,"Carbohydrate Mouth Rinsing Does Not Prevent the Decline in Maximal Strength After Fatiguing Exercise","Black CD, Schubert DJ, Szczyglowski MK, Wren JD.","J Strength Cond Res. 2018 Sep;32(9):2466-2473. doi: 10.1519/JSC.0000000000002444.","J Strength Cond Res",2018,"10.1519/JSC.0000000000002444","position_2","Schubert DJ","other"
"1798",26102253,"Time-course of recovery of peak oxygen uptake after exercise-induced muscle damage","Black CD, Gonglach AR, Hight RE, Renfroe JB.","Respir Physiol Neurobiol. 2015 Sep 15;216:70-7. doi: 10.1016/j.resp.2015.06.008. Epub 2015 Jun 20.","Respir Physiol Neurobiol",2015,"10.1016/j.resp.2015.06.008","position_2","Gonglach AR","other"
"1799",24146709,"Neuromuscular impairment following backpack load carriage","Blacker SD, Fallowfield JL, Bilzon JL, Willems ME.","J Hum Kinet. 2013 Jul 5;37:91-8. doi: 10.2478/hukin-2013-0029. eCollection 2013.","J Hum Kinet",2013,"10.2478/hukin-2013-0029","position_2","Fallowfield JL","other"
"1800",20681234,"Neuromuscular function following prolonged load carriage on level and downhill gradients","Blacker SD, Fallowfield JL, Bilzon JL, Willems ME.","Aviat Space Environ Med. 2010 Aug;81(8):745-53. doi: 10.3357/asem.2659.2010.","Aviat Space Environ Med",2010,"10.3357/asem.2659.2010","position_2","Fallowfield JL","other"
"1801",20157419,"Carbohydrate vs protein supplementation for recovery of neuromuscular function following prolonged load carriage","Blacker SD, Williams NC, Fallowfield JL, Bilzon JLj, Willems ME.","J Int Soc Sports Nutr. 2010 Jan 12;7:2. doi: 10.1186/1550-2783-7-2.","J Int Soc Sports Nutr",2010,"10.1186/1550-2783-7-2","position_2","Williams NC","other"
"1802",23571022,"Intra- and interday reliability of voluntary and electrically stimulated isometric contractions of the quadriceps femoris","Blacker SD, Fallowfield JL, Willems ME.","J Electromyogr Kinesiol. 2013 Aug;23(4):886-91. doi: 10.1016/j.jelekin.2013.02.007. Epub 2013 Apr 6.","J Electromyogr Kinesiol",2013,"10.1016/j.jelekin.2013.02.007","position_2","Fallowfield JL","other"
"1803",16924484,"Reflex gain of muscle spindle pathways during fatigue","Biro A, Griffin L, Cafarelli E.","Exp Brain Res. 2007 Feb;177(2):157-66. doi: 10.1007/s00221-006-0656-7. Epub 2006 Aug 22.","Exp Brain Res",2007,"10.1007/s00221-006-0656-7","position_2","Griffin L","other"
"1804",33958502,"Neuromuscular Fatigue After Long-Duration Adventure Racing in Adolescent Athletes","Birat A, Garnier YM, Bourdier P, Dupuy A, Dodu A, Grossoeuvre C, Dupont AC, Blazevich AJ, Rance M, Morel C, Nottin S, Ratel S.","Pediatr Exerc Sci. 2021 May 6;33(3):103-111. doi: 10.1123/pes.2020-0201.","Pediatr Exerc Sci",2021,"10.1123/pes.2020-0201","position_2","Garnier YM","other"
"1805",19670478,"Twitch interpolation a valid measure with misinterpreted meaning","Binder-Macleod SA, Perumal R, Chou LW, Kesar T, Snyder-Mackler L.","J Appl Physiol (1985). 2009 Jul;107(1):363; discussion 367-8. doi: 10.1152/japplphysiol.00362.2009.","J Appl Physiol (1985)",2009,"10.1152/japplphysiol.00362.2009","position_2","Perumal R","other"
"1806",11717231,"Effect of aging on fatigue characteristics of elbow flexor muscles during sustained submaximal contraction","Bilodeau M, Henderson TK, Nolta BE, Pursley PJ, Sandfort GL.","J Appl Physiol (1985). 2001 Dec;91(6):2654-64. doi: 10.1152/jappl.2001.91.6.2654.","J Appl Physiol (1985)",2001,"10.1152/jappl.2001.91.6.2654","position_2","Henderson TK","other"
"1807",11150971,"Fatigue of elbow flexor muscles in younger and older adults","Bilodeau M, Erb MD, Nichols JM, Joiner KL, Weeks JB.","Muscle Nerve. 2001 Jan;24(1):98-106. doi: 10.1002/1097-4598(200101)24:1<98::aid-mus11>3.0.co;2-d.","Muscle Nerve",2001,"10.1002/1097-4598(200101)24:1<98::aid-mus11>3.0.co;2-d","position_2","Erb MD","other"
"1808",19317516,"Muscle fatigue in males and females during multiple-sprint exercise","Billaut F, Bishop D.","Sports Med. 2009;39(4):257-78. doi: 10.2165/00007256-200939040-00001.","Sports Med",2009,"10.2165/00007256-200939040-00001","position_2","Bishop D","other"
"1809",19940455,"Age-related changes in neuromuscular function and performance following a high-intensity intermittent task in endurance-trained men","Bieuzen F, Hausswirth C, Louis J, Brisswalter J.","Gerontology. 2010;56(1):66-72. doi: 10.1159/000262286. Epub 2009 Nov 25.","Gerontology",2010,"10.1159/000262286","position_2","Hausswirth C","other"
"1810",32079919,"Fatigue and Recovery after Single-Stage versus Multistage Ultramarathon Running","Besson T, Rossi J, LE Roux Mallouf T, Marechal M, Doutreleau S, Verges S, Millet GY.","Med Sci Sports Exerc. 2020 Aug;52(8):1691-1698. doi: 10.1249/MSS.0000000000002303.","Med Sci Sports Exerc",2020,"10.1249/MSS.0000000000002303","position_2","Rossi J","other"
"1811",32023177,"Prior Upper Body Exercise Impairs 4-km Cycling Time-Trial Performance Without Altering Neuromuscular Function","Bertuzzi R, Silva-Cavalcante MD, Couto PG, Azevedo RA, Coelho DB, Zagatto A, Lima-Silva AE, Millet GY.","Res Q Exerc Sport. 2021 Mar;92(1):52-62. doi: 10.1080/02701367.2019.1708844. Epub 2020 Feb 5.","Res Q Exerc Sport",2021,"10.1080/02701367.2019.1708844","position_2","Silva-Cavalcante MD","other"
"1812",17197313,"Strength and voluntary activation of quadriceps femoris muscle in total knee arthroplasty with midvastus and subvastus approaches","Berth A, Urbach D, Neumann W, Awiszus F.","J Arthroplasty. 2007 Jan;22(1):83-8. doi: 10.1016/j.arth.2006.02.161.","J Arthroplasty",2007,"10.1016/j.arth.2006.02.161","position_2","Urbach D","other"
"1813",12370881,"Improvement of voluntary quadriceps muscle activation after total knee arthroplasty","Berth A, Urbach D, Awiszus F.","Arch Phys Med Rehabil. 2002 Oct;83(10):1432-6. doi: 10.1053/apmr.2002.34829.","Arch Phys Med Rehabil",2002,"10.1053/apmr.2002.34829","position_2","Urbach D","other"
"1814",20734310,"Effect of maximal voluntary contraction on the amplitude of the compound muscle action potential: implications for the interpolated twitch technique","Berger MJ, Watson BV, Doherty TJ.","Muscle Nerve. 2010 Oct;42(4):498-503. doi: 10.1002/mus.21692.","Muscle Nerve",2010,"10.1002/mus.21692","position_2","Watson BV","other"
"1815",22706942,"Sex differences in quadriceps strength in OA","Berger MJ, McKenzie CA, Chess DG, Goela A, Doherty TJ.","Int J Sports Med. 2012 Nov;33(11):926-33. doi: 10.1055/s-0032-1311587. Epub 2012 Jun 15.","Int J Sports Med",2012,"10.1055/s-0032-1311587","position_2","McKenzie CA","other"
"1816",22604883,"Quadriceps neuromuscular function and self-reported functional ability in knee osteoarthritis","Berger MJ, McKenzie CA, Chess DG, Goela A, Doherty TJ.","J Appl Physiol (1985). 2012 Jul;113(2):255-62. doi: 10.1152/japplphysiol.00947.2011. Epub 2012 May 17.","J Appl Physiol (1985)",2012,"10.1152/japplphysiol.00947.2011","position_2","McKenzie CA","other"
"1817",15075302,"Voluntary activation level and muscle fiber recruitment of human quadriceps during lengthening contractions","Beltman JG, Sargeant AJ, van Mechelen W, de Haan A.","J Appl Physiol (1985). 2004 Aug;97(2):619-26. doi: 10.1152/japplphysiol.01202.2003. Epub 2004 Apr 9.","J Appl Physiol (1985)",2004,"10.1152/japplphysiol.01202.2003","position_2","Sargeant AJ","other"
"1818",12851821,"Effect of antagonist muscle fatigue on knee extension torque","Beltman JG, Sargeant AJ, Ball D, Maganaris CN, de Haan A.","Pflugers Arch. 2003 Sep;446(6):735-41. doi: 10.1007/s00424-003-1115-y. Epub 2003 Jul 8.","Pflugers Arch",2003,"10.1007/s00424-003-1115-y","position_2","Sargeant AJ","other"
"1819",23900900,"Effect of plyometric training on neural and mechanical properties of the knee extensor muscles","Behrens M, Mau-Moeller A, Bruhn S.","Int J Sports Med. 2014 Feb;35(2):101-19. doi: 10.1055/s-0033-1343401. Epub 2013 Jul 30.","Int J Sports Med",2014,"10.1055/s-0033-1343401","position_2","Mau-Moeller A","other"
"1820",22510801,"Effect of exercise-induced muscle damage on neuromuscular function of the quadriceps muscle","Behrens M, Mau-Moeller A, Bruhn S.","Int J Sports Med. 2012 Aug;33(8):600-6. doi: 10.1055/s-0032-1304642. Epub 2012 Apr 17.","Int J Sports Med",2012,"10.1055/s-0032-1304642","position_2","Mau-Moeller A","other"
"1821",32411014,"Ischemic Preconditioning Did Not Affect Central and Peripheral Factors of Performance Fatigability After Submaximal Isometric Exercise","Behrens M, Zschorlich V, Mittlmeier T, Bruhn S, Husmann F.","Front Physiol. 2020 Apr 28;11:371. doi: 10.3389/fphys.2020.00371. eCollection 2020.","Front Physiol",2020,"10.3389/fphys.2020.00371","position_2","Zschorlich V","other"
"1822",31497595,"Neuromuscular Properties of the Human Wrist Flexors as a Function of the Wrist Joint Angle","Behrens M, Husmann F, Mau-Moeller A, Schlegel J, Reuter EM, Zschorlich VR.","Front Bioeng Biotechnol. 2019 Aug 21;7:181. doi: 10.3389/fbioe.2019.00181. eCollection 2019.","Front Bioeng Biotechnol",2019,"10.3389/fbioe.2019.00181","position_2","Husmann F","other"
"1823",27935064,"Intersession reliability of the interpolated twitch technique applied during isometric, concentric, and eccentric actions of the human knee extensor muscles","Behrens M, Husmann F, Gube M, Felser S, Weippert M, Bruhn S, Zschorlich V, Mau-Moeller A.","Muscle Nerve. 2017 Aug;56(2):324-327. doi: 10.1002/mus.25498. Epub 2017 Apr 12.","Muscle Nerve",2017,"10.1002/mus.25498","position_2","Husmann F","other"
"1824",25969895,"Caffeine-induced increase in voluntary activation and strength of the quadriceps muscle during isometric, concentric and eccentric contractions","Behrens M, Mau-Moeller A, Weippert M, Fuhrmann J, Wegner K, Skripitz R, Bader R, Bruhn S.","Sci Rep. 2015 May 13;5:10209. doi: 10.1038/srep10209.","Sci Rep",2015,"10.1038/srep10209","position_2","Mau-Moeller A","other"
"1825",25766509,"Plyometric training improves voluntary activation and strength during isometric, concentric and eccentric contractions","Behrens M, Mau-Moeller A, Mueller K, Heise S, Gube M, Beuster N, Herlyn PK, Fischer DC, Bruhn S.","J Sci Med Sport. 2016 Feb;19(2):170-6. doi: 10.1016/j.jsams.2015.01.011. Epub 2015 Feb 4.","J Sci Med Sport",2016,"10.1016/j.jsams.2015.01.011","position_2","Mau-Moeller A","other"
"1826",12964854,"Effects of hyperbaric (6 ATA) pressure on voluntary and evoked skeletal muscle contractile properties","Behm D, Power K, White M, LeDez K, Decker D, Drinkwater E.","Undersea Hyperb Med. 2003 Summer;30(2):103-15.","Undersea Hyperb Med",2003,NA,"position_2","Power K","other"
"1827",11410920,"Comparison of interpolation and central activation ratios as measures of muscle inactivation","Behm D, Power K, Drinkwater E.","Muscle Nerve. 2001 Jul;24(7):925-34. doi: 10.1002/mus.1090.","Muscle Nerve",2001,"10.1002/mus.1090","position_2","Power K","other"
"1828",33175242,"Mechanisms underlying performance impairments following prolonged static stretching without a comprehensive warm-up","Behm DG, Kay AD, Trajano GS, Blazevich AJ.","Eur J Appl Physiol. 2021 Jan;121(1):67-94. doi: 10.1007/s00421-020-04538-8. Epub 2020 Nov 11.","Eur J Appl Physiol",2021,"10.1007/s00421-020-04538-8","position_2","Kay AD","other"
"1829",12671194,"Muscle activation is enhanced with multi- and uni-articular bilateral versus unilateral contractions","Behm DG, Power KE, Drinkwater EJ.","Can J Appl Physiol. 2003 Feb;28(1):38-52. doi: 10.1139/h03-004.","Can J Appl Physiol",2003,"10.1139/h03-004","position_2","Power KE","other"
"1830",12173956,"Muscle force and activation under stable and unstable conditions","Behm DG, Anderson K, Curnew RS.","J Strength Cond Res. 2002 Aug;16(3):416-22.","J Strength Cond Res",2002,NA,"position_2","Anderson K","other"
"1831",11991772,"The effect of 5, 10, and 20 repetition maximums on the recovery of voluntary and evoked contractile properties","Behm DG, Reardon G, Fitzgerald J, Drinkwater E.","J Strength Cond Res. 2002 May;16(2):209-18.","J Strength Cond Res",2002,NA,"position_2","Reardon G","other"
"1832",11870692,"Intermuscle differences in activation","Behm DG, Whittle J, Button D, Power K.","Muscle Nerve. 2002 Feb;25(2):236-43. doi: 10.1002/mus.10008.","Muscle Nerve",2002,"10.1002/mus.10008","position_2","Whittle J","other"
"1833",11441230,"Factors affecting force loss with prolonged stretching","Behm DG, Button DC, Butt JC.","Can J Appl Physiol. 2001 Jun;26(3):261-72.","Can J Appl Physiol",2001,NA,"position_2","Button DC","other"
"1834",12872327,"Quadriceps muscle strength and voluntary activation after polio","Beelen A, Nollet F, de Visser M, de Jong BA, Lankhorst GJ, Sargeant AJ.","Muscle Nerve. 2003 Aug;28(2):218-26. doi: 10.1002/mus.10428.","Muscle Nerve",2003,"10.1002/mus.10428","position_2","Nollet F","other"
