PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"15472101","Enhanced motor cortex excitability during ipsilateral voluntary hand activation in healthy subjects and stroke patients","Woldag H, Lukhaup S, Renner C, Hummelsheim H.","Stroke. 2004 Nov;35(11):2556-9. doi: 10.1161/01.STR.0000144651.07122.da. Epub 2004 Oct 7.","Woldag H","Stroke","2004","2004/10/09","","","10.1161/01.STR.0000144651.07122.da"
"28592458","Localized and systemic variations in central motor drive at different local skin and muscle temperatures","Lloyd A, Picton L, Raccuglia M, Hodder S, Havenith G.","Am J Physiol Regul Integr Comp Physiol. 2017 Sep 1;313(3):R219-R228. doi: 10.1152/ajpregu.00055.2017. Epub 2017 Jun 7.","Lloyd A","Am J Physiol Regul Integr Comp Physiol","2017","2017/06/09","","","10.1152/ajpregu.00055.2017"
"27966620","Reduced activation in isometric muscle action after lengthening contractions is not accompanied by reduced performance fatigability","Seiberl W, Hahn D, Paternoster FK.","Sci Rep. 2016 Dec 14;6:39052. doi: 10.1038/srep39052.","Seiberl W","Sci Rep","2016","2016/12/15","PMC5155269","","10.1038/srep39052"
"24037773","Motor unit potential induced repetitive discharges (MIRDs): description of an unusual iterative discharge","So NF, Rubin DI, Jones LK Jr, Litchy WJ, Sorenson EJ.","Muscle Nerve. 2013 Dec;48(6):977-9. doi: 10.1002/mus.24074. Epub 2013 Oct 25.","So NF","Muscle Nerve","2013","2013/09/17","","","10.1002/mus.24074"
"21376628","Neuromuscular fatigue induced by alternating isometric contractions of the ankle plantar and dorsiflexors","Kennedy A, Hug F, Bilodeau M, Sveistrup H, Guével A.","J Electromyogr Kinesiol. 2011 Jun;21(3):471-7. doi: 10.1016/j.jelekin.2011.02.001. Epub 2011 Mar 4.","Kennedy A","J Electromyogr Kinesiol","2011","2011/03/08","","","10.1016/j.jelekin.2011.02.001"
"20432197","The effect of plyometric training on central and peripheral fatigue in boys","Skurvydas A, Brazaitis M, Streckis V, Rudas E.","Int J Sports Med. 2010 Jul;31(7):451-7. doi: 10.1055/s-0030-1251991. Epub 2010 Apr 29.","Skurvydas A","Int J Sports Med","2010","2010/05/01","","","10.1055/s-0030-1251991"
"11746548","Protocol for clinical neurophysiologic examination of the pelvic floor","Podnar S, Vodusek DB.","Neurourol Urodyn. 2001;20(6):669-82. doi: 10.1002/nau.1018.","Podnar S","Neurourol Urodyn","2001","2001/12/18","","","10.1002/nau.1018"
"30789581","Effects of Caffeine Chewing Gum on Exercise Tolerance and Neuromuscular Responses in Well-Trained Runners","Dittrich N, Serpa MC, Lemos EC, De Lucas RD, Guglielmo LGA.","J Strength Cond Res. 2021 Jun 1;35(6):1671-1676. doi: 10.1519/JSC.0000000000002966.","Dittrich N","J Strength Cond Res","2021","2019/02/22","","","10.1519/JSC.0000000000002966"
"29541104","Unilateral intramuscular needling can improve ankle dorsiflexor strength and muscle activation in both legs","Huang LP, Zhou S, Ao M, Zhao ML, Zhang LQ, Cao LJ.","J Exerc Sci Fit. 2015 Dec;13(2):86-93. doi: 10.1016/j.jesf.2015.07.001. Epub 2015 Sep 1.","Huang LP","J Exerc Sci Fit","2015","2018/03/16","PMC5812873","","10.1016/j.jesf.2015.07.001"
"17241104","The adaptations to strength training : morphological and neurological contributions to increased strength","Folland JP, Williams AG.","Sports Med. 2007;37(2):145-68. doi: 10.2165/00007256-200737020-00004.","Folland JP","Sports Med","2007","2007/01/24","","","10.2165/00007256-200737020-00004"
"17218897","Neuromuscular fatigue profile in endurance-trained and power-trained athletes","Garrandes F, Colson SS, Pensini M, Seynnes O, Legros P.","Med Sci Sports Exerc. 2007 Jan;39(1):149-58. doi: 10.1249/01.mss.0000240322.00782.c9.","Garrandes F","Med Sci Sports Exerc","2007","2007/01/16","","","10.1249/01.mss.0000240322.00782.c9"
"15205956","Neuromuscular adaptations in human muscle following low intensity resistance training with vascular occlusion","Moore DR, Burgomaster KA, Schofield LM, Gibala MJ, Sale DG, Phillips SM.","Eur J Appl Physiol. 2004 Aug;92(4-5):399-406. doi: 10.1007/s00421-004-1072-y.","Moore DR","Eur J Appl Physiol","2004","2004/06/19","","","10.1007/s00421-004-1072-y"
"21674520","Accuracy of electromyography needle placement in cadavers: non-guided vs. ultrasound guided","Boon AJ, Oney-Marlow TM, Murthy NS, Harper CM, McNamara TR, Smith J.","Muscle Nerve. 2011 Jul;44(1):45-9. doi: 10.1002/mus.22008.","Boon AJ","Muscle Nerve","2011","2011/06/16","","","10.1002/mus.22008"
"21242604","Plyometric training does not affect central and peripheral muscle fatigue differently in prepubertal girls and boys","Skurvydas A, Brazaitis M.","Pediatr Exerc Sci. 2010 Nov;22(4):547-56. doi: 10.1123/pes.22.4.547.","Skurvydas A","Pediatr Exerc Sci","2010","2011/01/19","","","10.1123/pes.22.4.547"
"17536777","Changes in trunk muscle activation and lumbar-pelvic position associated with abdominal hollowing and reach during a simulated manual material handling task","Butler HL, Hubley-Kozey CL, Kozey JW.","Ergonomics. 2007 Mar;50(3):410-25. doi: 10.1080/00140130601128081.","Butler HL","Ergonomics","2007","2007/06/01","","","10.1080/00140130601128081"
"12661043","Dysfunction at the motor end-plate and axon membrane in Guillain-Barré syndrome: a single-fiber EMG study","Spaans F, Vredeveld JW, Morré HH, Jacobs BC, De Baets MH.","Muscle Nerve. 2003 Apr;27(4):426-34. doi: 10.1002/mus.10334.","Spaans F","Muscle Nerve","2003","2003/03/28","","","10.1002/mus.10334"
"22581539","Using submaximal contractions to predict the maximum force-generating ability of muscles","Flynn S, Knarr BA, Perumal R, Kesar TM, Binder-Macleod SA.","Muscle Nerve. 2012 Jun;45(6):849-58. doi: 10.1002/mus.23254.","Flynn S","Muscle Nerve","2012","2012/05/15","PMC3353723","NIHMS339996","10.1002/mus.23254"
"20358218","Neural and muscular adjustments following repeated running sprints","Perrey S, Racinais S, Saimouaa K, Girard O.","Eur J Appl Physiol. 2010 Aug;109(6):1027-36. doi: 10.1007/s00421-010-1445-3. Epub 2010 Apr 1.","Perrey S","Eur J Appl Physiol","2010","2010/04/02","","","10.1007/s00421-010-1445-3"
"34098008","Heterogeneity of the strength response to progressive resistance exercise training in older adults: Contributions of muscle contractility","Clark LA, Russ DW, Tavoian D, Arnold WD, Law TD, France CR, Clark BC.","Exp Gerontol. 2021 Sep;152:111437. doi: 10.1016/j.exger.2021.111437. Epub 2021 Jun 4.","Clark LA","Exp Gerontol","2021","2021/06/07","PMC8319076","NIHMS1713064","10.1016/j.exger.2021.111437"
"28991037","Mechanisms of Fatigue and Recovery in Upper versus Lower Limbs in Men","Vernillo G, Temesi J, Martin M, Millet GY.","Med Sci Sports Exerc. 2018 Feb;50(2):334-343. doi: 10.1249/MSS.0000000000001445.","Vernillo G","Med Sci Sports Exerc","2018","2017/10/10","","","10.1249/MSS.0000000000001445"
"27714855","Role of carbohydrate in central fatigue: a systematic review","Khong TK, Selvanayagam VS, Sidhu SK, Yusof A.","Scand J Med Sci Sports. 2017 Apr;27(4):376-384. doi: 10.1111/sms.12754. Epub 2016 Oct 7.","Khong TK","Scand J Med Sci Sports","2017","2016/10/08","","","10.1111/sms.12754"
"26436986","Assessment of Neuromuscular Function Using Percutaneous Electrical Nerve Stimulation","Rozand V, Grosprêtre S, Stapley PJ, Lepers R.","J Vis Exp. 2015 Sep 13;(103):52974. doi: 10.3791/52974.","Rozand V","J Vis Exp","2015","2015/10/06","PMC4692605","","10.3791/52974"
"22115525","Feedback controlled force enhancement and activation reduction of voluntarily activated quadriceps femoris during sub-maximal muscle action","Seiberl W, Hahn D, Herzog W, Schwirtz A.","J Electromyogr Kinesiol. 2012 Feb;22(1):117-23. doi: 10.1016/j.jelekin.2011.10.010. Epub 2011 Nov 23.","Seiberl W","J Electromyogr Kinesiol","2012","2011/11/26","","","10.1016/j.jelekin.2011.10.010"
"31576279","A Clear Mystery: Recognizing Lipomatosis of the Nerve","Gaber KM, Marek T, Meixensberger J, Spinner R, Mahan MA.","Cureus. 2019 Jul 31;11(7):e5290. doi: 10.7759/cureus.5290.","Gaber KM","Cureus","2019","2019/10/03","PMC6764606","","10.7759/cureus.5290"
"26663422","Stimulated jitter analysis for the evaluation of neuromuscular junction disorders in children","Verma S, Lin J.","Muscle Nerve. 2016 Mar;53(3):471-2. doi: 10.1002/mus.25012. Epub 2016 Jan 20.","Verma S","Muscle Nerve","2016","2015/12/15","","","10.1002/mus.25012"
"17545884","Neuromuscular fatigue during sustained contractions performed in short-term hypoxia","Szubski C, Burtscher M, Löscher WN.","Med Sci Sports Exerc. 2007 Jun;39(6):948-54. doi: 10.1249/mss.0b013e3180479918.","Szubski C","Med Sci Sports Exerc","2007","2007/06/05","","","10.1249/mss.0b013e3180479918"
"11717231","Effect of aging on fatigue characteristics of elbow flexor muscles during sustained submaximal contraction","Bilodeau M, Henderson TK, Nolta BE, Pursley PJ, Sandfort GL.","J Appl Physiol (1985). 2001 Dec;91(6):2654-64. doi: 10.1152/jappl.2001.91.6.2654.","Bilodeau M","J Appl Physiol (1985)","2001","2001/11/22","","","10.1152/jappl.2001.91.6.2654"
"28338357","Neuromuscular Fatigue After Repeated Jumping With Concomitant Electrical Stimulation","Neyroud D, Samararatne J, Kayser B, Place N.","Int J Sports Physiol Perform. 2017 Nov 1;12(10):1335-1340. doi: 10.1123/ijspp.2016-0571. Epub 2017 Dec 18.","Neyroud D","Int J Sports Physiol Perform","2017","2017/03/25","","","10.1123/ijspp.2016-0571"
"27475953","Core Stability in Athletes: A Critical Analysis of Current Guidelines","Wirth K, Hartmann H, Mickel C, Szilvas E, Keiner M, Sander A.","Sports Med. 2017 Mar;47(3):401-414. doi: 10.1007/s40279-016-0597-7.","Wirth K","Sports Med","2017","2016/08/01","","","10.1007/s40279-016-0597-7"
"25038416","Effects of transcranial magnetic stimulation during voluntary and non-voluntary stepping movements in humans","Solopova IA, Selionov VA, Kazennikov OV, Ivanenko YP.","Neurosci Lett. 2014 Sep 5;579:64-9. doi: 10.1016/j.neulet.2014.07.015. Epub 2014 Jul 17.","Solopova IA","Neurosci Lett","2014","2014/07/20","","","10.1016/j.neulet.2014.07.015"
"20807390","Central and peripheral fatigue kinetics during exhaustive constant-load cycling","Decorte N, Lafaix PA, Millet GY, Wuyam B, Verges S.","Scand J Med Sci Sports. 2012 Jun;22(3):381-91. doi: 10.1111/j.1600-0838.2010.01167.x. Epub 2010 Aug 30.","Decorte N","Scand J Med Sci Sports","2012","2010/09/03","","","10.1111/j.1600-0838.2010.01167.x"
"20347333","Peripheral and central fatigue after muscle-damaging exercise is muscle length dependent and inversely related","Skurvydas A, Brazaitis M, Kamandulis S, Sipaviciene S.","J Electromyogr Kinesiol. 2010 Aug;20(4):655-60. doi: 10.1016/j.jelekin.2010.02.009. Epub 2010 Mar 29.","Skurvydas A","J Electromyogr Kinesiol","2010","2010/03/30","","","10.1016/j.jelekin.2010.02.009"
"20100665","Fatigue in multiple sclerosis: mechanisms and management","Vucic S, Burke D, Kiernan MC.","Clin Neurophysiol. 2010 Jun;121(6):809-17. doi: 10.1016/j.clinph.2009.12.013. Epub 2010 Jan 25.","Vucic S","Clin Neurophysiol","2010","2010/01/27","","","10.1016/j.clinph.2009.12.013"
"17196828","Voluntary activation of the triceps surae in prepubertal children","Grosset JF, Mora I, Lambertz D, Pérot C.","J Electromyogr Kinesiol. 2008 Jun;18(3):455-65. doi: 10.1016/j.jelekin.2006.11.002. Epub 2006 Dec 29.","Grosset JF","J Electromyogr Kinesiol","2008","2007/01/02","","","10.1016/j.jelekin.2006.11.002"
"16514355","Vastus medialis H-reflex reliability during standing","Alrowayeh HN, Sabbahi MA.","J Clin Neurophysiol. 2006 Feb;23(1):79-84. doi: 10.1097/01.wnp.0000193632.75002.d3.","Alrowayeh HN","J Clin Neurophysiol","2006","2006/03/04","","","10.1097/01.wnp.0000193632.75002.d3"
"16079406","Coordination of locomotion with voluntary movements in humans","Ivanenko YP, Cappellini G, Dominici N, Poppele RE, Lacquaniti F.","J Neurosci. 2005 Aug 3;25(31):7238-53. doi: 10.1523/JNEUROSCI.1327-05.2005.","Ivanenko YP","J Neurosci","2005","2005/08/05","PMC6725226","","10.1523/JNEUROSCI.1327-05.2005"
"12471047","A simulation study to examine the use of cross-correlation as an estimate of surface EMG cross talk","Lowery MM, Stoykov NS, Kuiken TA.","J Appl Physiol (1985). 2003 Apr;94(4):1324-34. doi: 10.1152/japplphysiol.00698.2002. Epub 2002 Dec 6.","Lowery MM","J Appl Physiol (1985)","2003","2002/12/10","","","10.1152/japplphysiol.00698.2002"
"32707098","How does anterior cruciate ligament reconstruction affect the functioning of the brain and spinal cord? A systematic review with meta-analysis","Rodriguez KM, Palmieri-Smith RM, Krishnan C.","J Sport Health Sci. 2021 Mar;10(2):172-181. doi: 10.1016/j.jshs.2020.07.005. Epub 2020 Jul 21.","Rodriguez KM","J Sport Health Sci","2021","2020/07/25","PMC7987657","","10.1016/j.jshs.2020.07.005"
"29596017","Mechanisms for the increased fatigability of the lower limb in people with type 2 diabetes","Senefeld J, Magill SB, Harkins A, Harmer AR, Hunter SK.","J Appl Physiol (1985). 2018 Aug 1;125(2):553-566. doi: 10.1152/japplphysiol.00160.2018. Epub 2018 Mar 29.","Senefeld J","J Appl Physiol (1985)","2018","2018/03/30","","","10.1152/japplphysiol.00160.2018"
"33088951","Effect of stimulation timing on testing voluntary muscle force generation","Madrid A, Madinabeitia-Mancebo E, Robles-García V, Chouza-Insua M, Cudeiro J, Arias P.","Heliyon. 2020 Oct 8;6(10):e05179. doi: 10.1016/j.heliyon.2020.e05179. eCollection 2020 Oct.","Madrid A","Heliyon","2020","2020/10/22","PMC7560577","","10.1016/j.heliyon.2020.e05179"
"27717059","Human COL5A1 polymorphisms and quadriceps muscle-tendon mechanical stiffness in vivo","Kirk EA, Moore CW, Chater-Diehl EJ, Singh SM, Rice CL.","Exp Physiol. 2016 Dec 1;101(12):1581-1592. doi: 10.1113/EP085974. Epub 2016 Nov 3.","Kirk EA","Exp Physiol","2016","2016/10/08","","","10.1113/EP085974"
"19112156","Effects of static and dynamic training on the stiffness and blood volume of tendon in vivo","Kubo K, Ikebukuro T, Yaeshima K, Yata H, Tsunoda N, Kanehisa H.","J Appl Physiol (1985). 2009 Feb;106(2):412-7. doi: 10.1152/japplphysiol.91381.2008. Epub 2008 Dec 26.","Kubo K","J Appl Physiol (1985)","2009","2008/12/30","","","10.1152/japplphysiol.91381.2008"
"23900900","Effect of plyometric training on neural and mechanical properties of the knee extensor muscles","Behrens M, Mau-Moeller A, Bruhn S.","Int J Sports Med. 2014 Feb;35(2):101-19. doi: 10.1055/s-0033-1343401. Epub 2013 Jul 30.","Behrens M","Int J Sports Med","2014","2013/08/01","","","10.1055/s-0033-1343401"
"19516154","Central fatigue after cycling evaluated using peripheral magnetic stimulation","Kremenic IJ, Glace BW, Ben-Avi SS, Nicholas SJ, McHugh MP.","Med Sci Sports Exerc. 2009 Jul;41(7):1461-6. doi: 10.1249/MSS.0b013e318199eb75.","Kremenic IJ","Med Sci Sports Exerc","2009","2009/06/12","","","10.1249/MSS.0b013e318199eb75"
"17412790","Protection of muscle membrane excitability during prolonged cycle exercise with glucose supplementation","Stewart RD, Duhamel TA, Foley KP, Ouyang J, Smith IC, Green HJ.","J Appl Physiol (1985). 2007 Jul;103(1):331-9. doi: 10.1152/japplphysiol.01170.2006. Epub 2007 Apr 5.","Stewart RD","J Appl Physiol (1985)","2007","2007/04/07","","","10.1152/japplphysiol.01170.2006"
"33008432","Home-based motor imagery intervention improves functional performance following total knee arthroplasty in the short term: a randomized controlled trial","Paravlic AH, Maffulli N, Kovač S, Pisot R.","J Orthop Surg Res. 2020 Oct 2;15(1):451. doi: 10.1186/s13018-020-01964-4.","Paravlic AH","J Orthop Surg Res","2020","2020/10/03","PMC7531130","","10.1186/s13018-020-01964-4"
"29019442","The Use of Hamstring Fatigue to Reduce Quadriceps Inhibition After Anterior Cruciate Ligament Reconstruction","Lowe T, Dong XN.","Percept Mot Skills. 2018 Feb;125(1):81-92. doi: 10.1177/0031512517735744. Epub 2017 Oct 11.","Lowe T","Percept Mot Skills","2018","2017/10/12","","","10.1177/0031512517735744"
"16282433","Neuromuscular fatigue development during maximal concentric and isometric knee extensions","Babault N, Desbrosses K, Fabre MS, Michaut A, Pousson M.","J Appl Physiol (1985). 2006 Mar;100(3):780-5. doi: 10.1152/japplphysiol.00737.2005. Epub 2005 Nov 10.","Babault N","J Appl Physiol (1985)","2006","2005/11/12","","","10.1152/japplphysiol.00737.2005"
"31765316","Effects of Nonstationarity on Muscle Force Signals Regularity During a Fatiguing Motor Task","Chatain C, Gruet M, Vallier JM, Ramdani S.","IEEE Trans Neural Syst Rehabil Eng. 2020 Jan;28(1):228-237. doi: 10.1109/TNSRE.2019.2955808. Epub 2019 Nov 25.","Chatain C","IEEE Trans Neural Syst Rehabil Eng","2020","2019/11/26","","","10.1109/TNSRE.2019.2955808"
"27015385","The Relevance of Sex Differences in Performance Fatigability","Hunter SK.","Med Sci Sports Exerc. 2016 Nov;48(11):2247-2256. doi: 10.1249/MSS.0000000000000928.","Hunter SK","Med Sci Sports Exerc","2016","2016/03/26","PMC5349856","NIHMS767557","10.1249/MSS.0000000000000928"
"23131709","Stimulation of the motor cortex and corticospinal tract to assess human muscle fatigue","Gruet M, Temesi J, Rupp T, Levy P, Millet GY, Verges S.","Neuroscience. 2013 Feb 12;231:384-99. doi: 10.1016/j.neuroscience.2012.10.058. Epub 2012 Nov 3.","Gruet M","Neuroscience","2013","2012/11/08","","","10.1016/j.neuroscience.2012.10.058"
"19690944","Central neuromuscular dysfunction of the deltoid muscle in patients with chronic rotator cuff tears","Berth A, Pap G, Neuman W, Awiszus F.","J Orthop Traumatol. 2009 Sep;10(3):135-41. doi: 10.1007/s10195-009-0061-7. Epub 2009 Aug 19.","Berth A","J Orthop Traumatol","2009","2009/08/20","PMC2744738","","10.1007/s10195-009-0061-7"
"18663439","Cortical excitability changes following grasping exercise augmented with electrical stimulation","Barsi GI, Popovic DB, Tarkka IM, Sinkjaer T, Grey MJ.","Exp Brain Res. 2008 Oct;191(1):57-66. doi: 10.1007/s00221-008-1495-5. Epub 2008 Jul 29.","Barsi GI","Exp Brain Res","2008","2008/07/30","","","10.1007/s00221-008-1495-5"
